               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.020264,            0.010263,                   0,              0.8898,              0.7029,              0.7738,             0.33425,            0.045593,             0.02005,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.019626,           0.0095562,                   0,             0.82351,             0.71006,             0.75227,               0.332,            0.045507,            0.020122,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.020016,            0.010176,                   0,             0.81447,             0.73167,              0.7847,             0.34804,            0.044843,            0.019496,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.019651,           0.0097234,                   0,             0.81448,              0.7317,             0.76683,             0.34474,            0.044849,            0.019144,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,            0.018828,           0.0092889,                   0,             0.79672,             0.73913,             0.74935,             0.32798,            0.045026,            0.019616,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.019193,           0.0094413,                   0,             0.82499,             0.71732,             0.75692,             0.32513,            0.045523,             0.01988,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,            0.019634,           0.0094459,                   0,             0.87845,             0.68116,             0.76392,             0.33355,            0.046169,            0.019491,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.019098,            0.010152,                   0,             0.80159,             0.73188,             0.76685,             0.34277,            0.046007,            0.018809,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,            0.019115,           0.0097119,                   0,             0.89794,             0.63754,             0.76473,             0.32872,            0.046282,            0.018997,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.018707,           0.0093985,                   0,             0.87155,             0.68836,             0.77617,             0.34825,            0.044689,            0.018692,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.019171,           0.0094257,                   0,             0.83189,             0.75362,             0.79744,              0.3547,            0.044164,             0.01873,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.018281,           0.0096881,                   0,             0.81277,             0.72464,             0.77694,             0.34153,            0.045412,            0.019327,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,            0.019004,           0.0089815,                   0,             0.81666,             0.71013,             0.77636,             0.32691,            0.045821,            0.020294,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.018414,           0.0095545,                   0,             0.84414,             0.74638,             0.79318,             0.34815,            0.044083,            0.019124,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.019245,           0.0097631,                   0,              0.8536,             0.76052,             0.79954,             0.35786,            0.043807,            0.019487,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.018657,           0.0091097,                   0,              0.7984,             0.77485,             0.78052,             0.34784,             0.04461,            0.019241,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.018026,           0.0091777,                   0,             0.85469,             0.72459,             0.76369,             0.33214,            0.045443,             0.01954,                   0,           0.0048426,           0.0048426,           0.0048426
                 166,            0.017952,           0.0091122,                   0,             0.85469,             0.72458,             0.76288,             0.33797,            0.044141,            0.019312,                   0,            0.004796,            0.004796,            0.004796
                 167,            0.018526,           0.0095025,                   0,             0.87598,             0.71739,             0.77755,             0.34259,            0.043492,            0.020031,                   0,           0.0047495,           0.0047495,           0.0047495
                 168,            0.017864,           0.0088369,                   0,             0.87386,              0.7029,             0.78353,              0.3515,            0.043645,            0.021199,                   0,           0.0047031,           0.0047031,           0.0047031
                 169,            0.018391,           0.0091618,                   0,             0.83186,             0.71702,             0.77835,             0.35581,            0.043355,            0.020408,                   0,           0.0046568,           0.0046568,           0.0046568
                 170,            0.017745,            0.008977,                   0,             0.80277,             0.73913,             0.77808,              0.3558,            0.043804,            0.020311,                   0,           0.0046105,           0.0046105,           0.0046105
                 171,            0.018842,           0.0097444,                   0,             0.81588,             0.73913,             0.78842,             0.35341,             0.04385,            0.020045,                   0,           0.0045644,           0.0045644,           0.0045644
                 172,            0.018147,            0.009365,                   0,              0.8291,             0.73913,             0.79095,             0.35355,            0.043704,            0.020509,                   0,           0.0045184,           0.0045184,           0.0045184
                 173,            0.017832,           0.0090497,                   0,             0.84614,             0.71731,             0.76268,             0.33281,            0.043765,            0.020763,                   0,           0.0044724,           0.0044724,           0.0044724
                 174,            0.018287,           0.0092655,                   0,             0.85916,             0.75362,             0.76926,             0.33889,             0.04435,            0.020706,                   0,           0.0044266,           0.0044266,           0.0044266
                 175,            0.017944,           0.0087776,                   0,             0.83677,             0.74638,             0.76675,             0.32977,            0.044243,            0.020057,                   0,           0.0043809,           0.0043809,           0.0043809
                 176,            0.016826,           0.0086719,                   0,             0.83331,             0.76076,             0.78571,             0.34226,             0.04385,             0.01907,                   0,           0.0043353,           0.0043353,           0.0043353
                 177,            0.017534,           0.0091563,                   0,             0.85465,             0.72432,             0.76605,             0.34313,            0.043779,            0.019144,                   0,           0.0042899,           0.0042899,           0.0042899
                 178,            0.017139,            0.009017,                   0,             0.72511,              0.8028,             0.76874,             0.34971,            0.043424,            0.019845,                   0,           0.0042445,           0.0042445,           0.0042445
                 179,            0.016843,           0.0090555,                   0,             0.81144,             0.71724,              0.7561,             0.34314,            0.043175,            0.020106,                   0,           0.0041994,           0.0041994,           0.0041994
                 180,            0.016566,           0.0089524,                   0,             0.78481,             0.76812,             0.78159,             0.34794,            0.043404,            0.020439,                   0,           0.0041543,           0.0041543,           0.0041543
                 181,            0.016861,           0.0084408,                   0,             0.87257,             0.69467,             0.77216,             0.35328,            0.043695,             0.02087,                   0,           0.0041094,           0.0041094,           0.0041094
                 182,            0.016787,           0.0088451,                   0,             0.82499,             0.71733,             0.76456,             0.34844,            0.044203,            0.020953,                   0,           0.0040647,           0.0040647,           0.0040647
                 183,            0.017324,           0.0089081,                   0,             0.81054,             0.77505,             0.77113,             0.34397,            0.044195,            0.020586,                   0,           0.0040201,           0.0040201,           0.0040201
                 184,            0.016809,           0.0085776,                   0,             0.77906,             0.76812,             0.76229,             0.34498,            0.043468,            0.020033,                   0,           0.0039757,           0.0039757,           0.0039757
                 185,            0.016961,           0.0084985,                   0,             0.80618,             0.75352,             0.77314,             0.36019,            0.043412,            0.019825,                   0,           0.0039314,           0.0039314,           0.0039314
                 186,            0.016792,           0.0090259,                   0,             0.80118,             0.76087,             0.77596,             0.36456,            0.044369,            0.020189,                   0,           0.0038873,           0.0038873,           0.0038873
                 187,            0.016463,           0.0087572,                   0,             0.81716,             0.74638,             0.75572,             0.35616,            0.044968,            0.020325,                   0,           0.0038434,           0.0038434,           0.0038434
                 188,            0.016813,           0.0089059,                   0,             0.83047,             0.71014,               0.768,             0.36013,            0.043758,            0.020129,                   0,           0.0037997,           0.0037997,           0.0037997
                 189,            0.016493,            0.008428,                   0,             0.84274,             0.73913,              0.7795,             0.35259,            0.043812,            0.020196,                   0,           0.0037562,           0.0037562,           0.0037562
                 190,            0.016427,           0.0086343,                   0,             0.86078,             0.71739,             0.78131,             0.35926,             0.04427,            0.020122,                   0,           0.0037128,           0.0037128,           0.0037128
                 191,             0.01678,           0.0086278,                   0,             0.81965,             0.72464,             0.77515,             0.34996,            0.044184,             0.01984,                   0,           0.0036697,           0.0036697,           0.0036697
                 192,            0.017037,           0.0084266,                   0,             0.84541,             0.75362,             0.79022,             0.34461,            0.044331,            0.020476,                   0,           0.0036267,           0.0036267,           0.0036267
                 193,            0.016169,           0.0081055,                   0,              0.8386,             0.75302,             0.79016,             0.35587,            0.044146,            0.020308,                   0,            0.003584,            0.003584,            0.003584
                 194,            0.016436,           0.0088687,                   0,               0.816,             0.73913,             0.77396,             0.34478,            0.043954,             0.02021,                   0,           0.0035415,           0.0035415,           0.0035415
                 195,            0.015886,           0.0079082,                   0,             0.82671,             0.73188,             0.78466,             0.35008,            0.044542,            0.020631,                   0,           0.0034991,           0.0034991,           0.0034991
                 196,            0.016022,           0.0089528,                   0,             0.75726,             0.72464,             0.74554,               0.344,            0.044558,            0.021356,                   0,            0.003457,            0.003457,            0.003457
                 197,            0.015965,           0.0082595,                   0,             0.81887,             0.75346,             0.78753,             0.35039,            0.044251,            0.020977,                   0,           0.0034152,           0.0034152,           0.0034152
                 198,            0.015808,           0.0086082,                   0,              0.8059,             0.78228,             0.78737,             0.33899,            0.044447,            0.020734,                   0,           0.0033735,           0.0033735,           0.0033735
                 199,            0.015184,           0.0085013,                   0,             0.86316,             0.73188,             0.78133,             0.33617,            0.044205,            0.020452,                   0,           0.0033321,           0.0033321,           0.0033321
                 200,            0.014996,           0.0082168,                   0,              0.7602,             0.80404,             0.78174,             0.33472,            0.044338,             0.02061,                   0,           0.0032909,           0.0032909,           0.0032909
                 201,            0.015369,           0.0083171,                   0,             0.76952,             0.80435,             0.78496,             0.34832,            0.044062,            0.020515,                   0,             0.00325,             0.00325,             0.00325
                 202,            0.015258,           0.0081994,                   0,             0.76178,             0.81105,              0.7926,             0.34658,            0.043928,            0.020678,                   0,           0.0032093,           0.0032093,           0.0032093
                 203,            0.015202,           0.0081859,                   0,               0.791,              0.7679,             0.77618,             0.34396,            0.044245,            0.021237,                   0,           0.0031689,           0.0031689,           0.0031689
                 204,            0.015115,           0.0084962,                   0,             0.78235,             0.78144,             0.78423,             0.35473,            0.044276,            0.021015,                   0,           0.0031287,           0.0031287,           0.0031287
                 205,            0.015301,           0.0081974,                   0,             0.83596,             0.73859,             0.78139,              0.3459,            0.044046,            0.020434,                   0,           0.0030888,           0.0030888,           0.0030888
                 206,            0.015316,           0.0081787,                   0,             0.79124,              0.7971,             0.77866,             0.34865,            0.044546,            0.020533,                   0,           0.0030491,           0.0030491,           0.0030491
                 207,             0.01481,           0.0082924,                   0,             0.81889,             0.75362,             0.77475,             0.34472,            0.044637,            0.020914,                   0,           0.0030097,           0.0030097,           0.0030097
                 208,            0.015193,           0.0082335,                   0,             0.82113,             0.73184,             0.77424,             0.34629,             0.04454,            0.021312,                   0,           0.0029706,           0.0029706,           0.0029706
                 209,            0.015541,           0.0078977,                   0,             0.84549,             0.75341,              0.7998,              0.3557,            0.044464,            0.020979,                   0,           0.0029318,           0.0029318,           0.0029318
                 210,            0.015436,            0.008509,                   0,             0.81888,             0.75362,             0.77972,             0.34733,             0.04472,            0.020858,                   0,           0.0028932,           0.0028932,           0.0028932
                 211,            0.014653,           0.0079513,                   0,             0.86199,             0.72464,             0.77492,             0.34603,            0.044695,            0.021295,                   0,            0.002855,            0.002855,            0.002855
                 212,            0.015039,           0.0081068,                   0,             0.80401,             0.77536,             0.78235,              0.3402,             0.04448,             0.02126,                   0,            0.002817,            0.002817,            0.002817
                 213,            0.015232,           0.0082849,                   0,             0.84873,             0.73182,             0.77764,             0.33562,            0.044363,            0.021299,                   0,           0.0027793,           0.0027793,           0.0027793
                 214,            0.014457,           0.0083368,                   0,             0.79121,              0.7971,             0.79438,             0.35242,            0.044045,            0.021016,                   0,           0.0027419,           0.0027419,           0.0027419
                 215,            0.015186,           0.0085652,                   0,             0.86828,             0.71739,             0.79639,             0.36902,            0.043812,            0.020949,                   0,           0.0027048,           0.0027048,           0.0027048
                 216,            0.015602,           0.0080542,                   0,             0.81338,             0.78986,             0.79474,             0.36476,            0.043879,             0.02121,                   0,           0.0026681,           0.0026681,           0.0026681
                 217,            0.014894,             0.00783,                   0,             0.79993,             0.78226,              0.7826,             0.34961,            0.043888,            0.021317,                   0,           0.0026316,           0.0026316,           0.0026316
                 218,            0.014718,           0.0080158,                   0,              0.8139,             0.76058,             0.79495,              0.3535,            0.043993,             0.02151,                   0,           0.0025954,           0.0025954,           0.0025954
                 219,            0.014363,           0.0080942,                   0,             0.79443,             0.78986,             0.81053,             0.35532,            0.044052,            0.021374,                   0,           0.0025596,           0.0025596,           0.0025596
                 220,            0.014716,           0.0079047,                   0,             0.75906,             0.76087,             0.77103,             0.35427,            0.044303,            0.021616,                   0,           0.0025241,           0.0025241,           0.0025241
                 221,            0.014571,           0.0080374,                   0,             0.78253,             0.78223,             0.79166,             0.34487,            0.044587,            0.021794,                   0,           0.0024889,           0.0024889,           0.0024889
                 222,            0.014281,           0.0076081,                   0,             0.84873,             0.73183,             0.78805,             0.34903,            0.044635,            0.021315,                   0,           0.0024541,           0.0024541,           0.0024541
                 223,            0.015103,           0.0077719,                   0,             0.86724,             0.71014,              0.7788,             0.34864,             0.04494,            0.021556,                   0,           0.0024195,           0.0024195,           0.0024195
                 224,             0.01494,           0.0077483,                   0,             0.84871,             0.73188,             0.77093,             0.33181,            0.044946,            0.021512,                   0,           0.0023854,           0.0023854,           0.0023854
                 225,              0.0143,           0.0080084,                   0,             0.87718,             0.72457,             0.77009,             0.33409,            0.044904,            0.021618,                   0,           0.0023515,           0.0023515,           0.0023515
                 226,            0.014539,           0.0078707,                   0,             0.89894,             0.71014,             0.78969,             0.34855,            0.044483,            0.021529,                   0,            0.002318,            0.002318,            0.002318
                 227,             0.01391,           0.0083195,                   0,             0.85575,             0.73188,              0.7919,             0.35192,            0.044127,            0.021201,                   0,           0.0022849,           0.0022849,           0.0022849
                 228,            0.014794,           0.0078759,                   0,             0.82384,             0.74638,             0.78775,             0.34623,            0.044283,            0.021286,                   0,           0.0022521,           0.0022521,           0.0022521
                 229,            0.014382,           0.0075035,                   0,             0.84997,             0.73913,             0.78896,             0.34213,            0.044634,            0.021421,                   0,           0.0022196,           0.0022196,           0.0022196
                 230,            0.013856,            0.007882,                   0,             0.85818,              0.7029,              0.7831,             0.34002,            0.044861,            0.021587,                   0,           0.0021876,           0.0021876,           0.0021876
                 231,             0.01384,           0.0073748,                   0,             0.84745,             0.72462,             0.78495,             0.33198,            0.044795,            0.021592,                   0,           0.0021558,           0.0021558,           0.0021558
                 232,            0.014053,           0.0078357,                   0,             0.81598,             0.73902,             0.76756,             0.33674,            0.044811,            0.021558,                   0,           0.0021245,           0.0021245,           0.0021245
                 233,            0.014729,           0.0076252,                   0,             0.80844,             0.73913,             0.76497,             0.33654,            0.044462,            0.021784,                   0,           0.0020935,           0.0020935,           0.0020935
                 234,            0.014353,            0.008215,                   0,             0.82636,             0.72421,             0.76766,             0.34038,            0.044491,            0.022289,                   0,           0.0020629,           0.0020629,           0.0020629
                 235,            0.013781,           0.0074983,                   0,             0.84418,             0.74592,             0.78642,              0.3473,            0.044571,            0.022382,                   0,           0.0020327,           0.0020327,           0.0020327
                 236,            0.013975,           0.0077176,                   0,             0.82307,             0.77534,             0.78514,             0.34246,            0.044701,            0.022302,                   0,           0.0020028,           0.0020028,           0.0020028
                 237,            0.013782,            0.007507,                   0,             0.81057,             0.77519,             0.77492,             0.34055,            0.044537,            0.022353,                   0,           0.0019734,           0.0019734,           0.0019734
                 238,            0.013928,            0.007643,                   0,             0.83977,             0.76087,             0.78766,             0.34498,            0.044326,            0.022283,                   0,           0.0019443,           0.0019443,           0.0019443
                 239,            0.013774,           0.0072371,                   0,             0.84677,             0.76082,             0.78003,             0.34715,             0.04413,            0.022204,                   0,           0.0019156,           0.0019156,           0.0019156
                 240,            0.014067,           0.0078216,                   0,             0.83604,             0.73913,             0.76632,             0.34557,            0.044113,            0.022362,                   0,           0.0018873,           0.0018873,           0.0018873
                 241,            0.014195,           0.0072118,                   0,             0.84999,             0.73906,             0.77369,             0.35238,            0.044069,            0.022218,                   0,           0.0018594,           0.0018594,           0.0018594
                 242,             0.01357,           0.0073921,                   0,             0.86435,             0.73913,              0.7765,             0.35143,            0.044399,            0.022046,                   0,           0.0018319,           0.0018319,           0.0018319
                 243,            0.013395,           0.0077064,                   0,             0.85588,             0.73188,             0.78052,             0.35749,            0.044504,            0.022166,                   0,           0.0018048,           0.0018048,           0.0018048
                 244,            0.013876,           0.0076815,                   0,             0.85123,              0.7463,             0.78652,             0.34809,            0.044442,            0.022304,                   0,           0.0017781,           0.0017781,           0.0017781
                 245,            0.013842,           0.0077099,                   0,             0.84249,             0.77516,             0.80317,             0.35067,            0.044239,            0.022312,                   0,           0.0017519,           0.0017519,           0.0017519
                 246,            0.012982,           0.0075571,                   0,               0.816,             0.80435,             0.80777,             0.35116,            0.043895,            0.022142,                   0,            0.001726,            0.001726,            0.001726
                 247,              0.0136,           0.0079588,                   0,             0.85121,             0.74619,             0.80827,             0.35414,            0.043943,            0.022505,                   0,           0.0017005,           0.0017005,           0.0017005
                 248,            0.013518,           0.0078341,                   0,             0.85799,             0.74638,             0.81329,             0.36008,            0.043764,            0.022333,                   0,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013686,           0.0076828,                   0,             0.85123,             0.74638,             0.80519,             0.34927,            0.043743,            0.022279,                   0,           0.0016509,           0.0016509,           0.0016509
                 250,             0.01346,           0.0076642,                   0,             0.86325,             0.73187,             0.80465,             0.35068,            0.044082,             0.02263,                   0,           0.0016267,           0.0016267,           0.0016267
                 251,            0.013611,            0.007402,                   0,             0.85467,             0.72464,             0.79081,             0.35661,            0.043974,            0.022407,                   0,           0.0016029,           0.0016029,           0.0016029
                 252,            0.013259,           0.0076632,                   0,              0.8608,             0.71739,               0.799,             0.36147,            0.043851,            0.022282,                   0,           0.0015795,           0.0015795,           0.0015795
                 253,            0.013167,           0.0071553,                   0,             0.83577,             0.73913,             0.79672,              0.3509,            0.043962,            0.022547,                   0,           0.0015566,           0.0015566,           0.0015566
                 254,            0.012871,           0.0076588,                   0,             0.83731,             0.74591,             0.79666,              0.3537,            0.044349,            0.022726,                   0,           0.0015341,           0.0015341,           0.0015341
                 255,            0.013796,           0.0073828,                   0,             0.80946,             0.73913,             0.78273,             0.35492,            0.044409,            0.022459,                   0,           0.0015121,           0.0015121,           0.0015121
                 256,            0.013162,           0.0072747,                   0,             0.76574,             0.78167,             0.77817,             0.34766,            0.043921,            0.021924,                   0,           0.0014905,           0.0014905,           0.0014905
                 257,            0.013809,           0.0075282,                   0,             0.84029,             0.72438,             0.77894,             0.34656,             0.04369,             0.02173,                   0,           0.0014693,           0.0014693,           0.0014693
                 258,             0.01383,           0.0076225,                   0,             0.84426,             0.74634,             0.78559,             0.34522,            0.044016,            0.021545,                   0,           0.0014486,           0.0014486,           0.0014486
                 259,            0.013296,           0.0077406,                   0,             0.85335,             0.71739,             0.78871,             0.34602,            0.044228,            0.021521,                   0,           0.0014283,           0.0014283,           0.0014283
                 260,            0.013405,           0.0073237,                   0,              0.8323,             0.72464,             0.78705,             0.34567,            0.044205,            0.021666,                   0,           0.0014084,           0.0014084,           0.0014084
                 261,            0.013193,           0.0068342,                   0,             0.82633,             0.72464,             0.78251,             0.34362,            0.044332,             0.02205,                   0,            0.001389,            0.001389,            0.001389
                 262,            0.013102,           0.0072434,                   0,             0.81708,             0.74638,             0.78476,             0.34501,            0.044568,            0.022513,                   0,           0.0013701,           0.0013701,           0.0013701
                 263,             0.01303,           0.0070313,                   0,             0.84482,             0.71014,             0.77709,             0.34525,            0.044611,            0.022598,                   0,           0.0013516,           0.0013516,           0.0013516
                 264,            0.012856,           0.0072531,                   0,             0.78781,             0.75362,             0.77653,             0.34434,            0.044338,            0.022421,                   0,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012925,            0.007795,                   0,             0.76013,             0.78261,              0.7769,             0.34605,            0.044518,            0.022507,                   0,            0.001316,            0.001316,            0.001316
                 266,             0.01307,           0.0073273,                   0,             0.79139,             0.74638,              0.7793,             0.34768,            0.044963,            0.022852,                   0,           0.0012989,           0.0012989,           0.0012989
                 267,             0.01375,           0.0078555,                   0,             0.76755,             0.76812,             0.77653,              0.3493,              0.0449,            0.022834,                   0,           0.0012822,           0.0012822,           0.0012822
                 268,            0.013486,           0.0076283,                   0,             0.76365,             0.79606,             0.78406,             0.34488,            0.044644,            0.022252,                   0,            0.001266,            0.001266,            0.001266
                 269,            0.012616,           0.0068189,                   0,             0.78769,             0.78261,             0.79272,             0.35254,            0.044482,            0.021851,                   0,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012388,           0.0069008,                   0,              0.7774,             0.78986,             0.79331,             0.36016,             0.04455,            0.021713,                   0,            0.001235,            0.001235,            0.001235
                 271,             0.01276,           0.0075698,                   0,             0.77075,             0.80399,             0.78599,             0.35535,            0.044537,            0.021898,                   0,           0.0012202,           0.0012202,           0.0012202
                 272,            0.012741,           0.0074456,                   0,             0.80909,             0.76778,             0.78521,             0.35218,            0.044455,            0.022066,                   0,           0.0012059,           0.0012059,           0.0012059
                 273,            0.012802,           0.0071104,                   0,             0.81011,             0.77536,             0.79106,             0.35309,            0.044312,            0.022044,                   0,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012809,           0.0074856,                   0,             0.82186,             0.77536,             0.79188,             0.36053,             0.04409,             0.02229,                   0,           0.0011787,           0.0011787,           0.0011787
                 275,            0.012417,           0.0071984,                   0,             0.86299,             0.73188,             0.78354,             0.35566,            0.044046,            0.022794,                   0,           0.0011658,           0.0011658,           0.0011658
                 276,            0.012307,           0.0070893,                   0,             0.83362,             0.76812,             0.78417,             0.36046,            0.043827,            0.022848,                   0,           0.0011533,           0.0011533,           0.0011533
                 277,            0.012795,           0.0073196,                   0,             0.83853,             0.75362,             0.78676,             0.36269,            0.043898,            0.022711,                   0,           0.0011414,           0.0011414,           0.0011414
                 278,            0.013085,           0.0074589,                   0,             0.83867,              0.7534,              0.7903,              0.3647,            0.043853,            0.022385,                   0,           0.0011299,           0.0011299,           0.0011299
                 279,            0.013137,           0.0070817,                   0,             0.84991,             0.73863,             0.79348,              0.3649,            0.043912,            0.022176,                   0,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012683,           0.0072305,                   0,             0.84735,             0.72464,             0.80038,             0.35976,            0.043914,             0.02201,                   0,           0.0011084,           0.0011084,           0.0011084
                 281,            0.012487,           0.0073701,                   0,             0.75446,             0.82382,             0.80429,              0.3596,            0.043841,            0.021931,                   0,           0.0010983,           0.0010983,           0.0010983
                 282,            0.012577,           0.0069173,                   0,             0.82532,              0.7532,             0.80443,               0.358,            0.043664,            0.021949,                   0,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012463,            0.007573,                   0,             0.86205,             0.72454,             0.80001,             0.35986,            0.043671,            0.022103,                   0,           0.0010797,           0.0010797,           0.0010797
                 284,            0.012725,           0.0075085,                   0,             0.83045,             0.74537,             0.80347,             0.36682,            0.043658,            0.022156,                   0,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012691,           0.0074276,                   0,             0.81354,             0.75881,             0.79834,             0.36101,            0.043789,            0.022237,                   0,            0.001063,            0.001063,            0.001063
                 286,            0.012492,           0.0070132,                   0,             0.79396,             0.78188,             0.79468,              0.3588,            0.043958,            0.022152,                   0,           0.0010554,           0.0010554,           0.0010554
                 287,            0.013145,           0.0075783,                   0,             0.81374,             0.76087,             0.79556,             0.35721,              0.0441,            0.022137,                   0,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012569,           0.0074145,                   0,              0.8196,             0.76087,              0.7959,             0.36455,            0.044265,            0.022128,                   0,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012331,           0.0068619,                   0,             0.82027,             0.76066,             0.79795,             0.36085,            0.044431,            0.022363,                   0,           0.0010355,           0.0010355,           0.0010355
                 290,            0.012651,            0.007147,                   0,             0.77762,             0.81086,             0.79863,             0.35494,             0.04433,            0.022382,                   0,           0.0010298,           0.0010298,           0.0010298
                 291,            0.012684,           0.0069474,                   0,             0.79954,             0.78261,             0.79017,             0.35386,             0.04432,            0.022387,                   0,           0.0010247,           0.0010247,           0.0010247
                 292,            0.012734,            0.007422,                   0,             0.79842,             0.77494,             0.78433,             0.35093,            0.044473,            0.022302,                   0,             0.00102,             0.00102,             0.00102
                 293,            0.011815,           0.0068777,                   0,             0.85833,             0.74636,             0.79719,             0.35522,            0.044722,            0.022172,                   0,           0.0010158,           0.0010158,           0.0010158
                 294,            0.012496,           0.0069997,                   0,             0.80915,             0.76806,             0.79992,             0.35417,            0.044834,            0.022167,                   0,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012447,           0.0067784,                   0,             0.76207,             0.78914,             0.78129,             0.35161,            0.044921,            0.022506,                   0,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012343,           0.0073289,                   0,             0.76736,             0.78877,             0.79121,             0.35245,             0.04476,            0.022711,                   0,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012125,           0.0070521,                   0,             0.81223,             0.75362,             0.79891,             0.35864,             0.04454,            0.022837,                   0,           0.0010039,           0.0010039,           0.0010039
                 298,            0.012278,           0.0072226,                   0,             0.82925,             0.73903,             0.79785,             0.35251,            0.044422,            0.022999,                   0,           0.0010022,           0.0010022,           0.0010022
                 299,            0.011999,           0.0070537,                   0,             0.82923,             0.73913,             0.78782,             0.34713,            0.044343,            0.023142,                   0,            0.001001,            0.001001,            0.001001
